,Asset Turnover (Average),Book Value Per Share * USD,COGS,Cap Spending USD Mil,Dividends USD,EBT Margin,Earnings Per Share USD,Financial Leverage (Average),Free Cash Flow Per Share * USD,Free Cash Flow USD Mil,Gross Margin,Gross Margin %,Interest Coverage,Key Ratios -> Growth,Key Ratios -> Profitability,Margins % of Sales,Net Income USD Mil,Net Int Inc & Other,Net Margin %,Operating Cash Flow USD Mil,Operating Income USD Mil,Operating Margin,Operating Margin %,Other,Payout Ratio % *,Profitability,R&D,Return on Assets %,Return on Equity %,Return on Invested Capital %,Revenue,Revenue USD Mil,SG&A,Shares Mil,Tax Rate %,Working Capital USD Mil,ticker,,Revenue %,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Income %,Net Income %,EPS %,Key Ratios -> Cash Flow,Cash Flow Ratios,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Key Ratios -> Financial Health,Balance Sheet Items (in %),Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Liquidity/Financial Health,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Key Ratios -> Efficiency Ratios,Efficiency,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,Revenue CNY Mil,Operating Income CNY Mil,Net Income CNY Mil,Earnings Per Share CNY,Dividends CNY,Book Value Per Share * CNY,Operating Cash Flow CNY Mil,Cap Spending CNY Mil,Free Cash Flow CNY Mil,Free Cash Flow Per Share * CNY,Working Capital CNY Mil,Revenue EUR Mil,Operating Income EUR Mil,Net Income EUR Mil,Earnings Per Share EUR,Dividends EUR,Book Value Per Share * EUR,Operating Cash Flow EUR Mil,Cap Spending EUR Mil,Free Cash Flow EUR Mil,Free Cash Flow Per Share * EUR,Working Capital EUR Mil,Revenue CHF Mil,Operating Income CHF Mil,Net Income CHF Mil,Earnings Per Share CHF,Dividends CHF,Book Value Per Share * CHF,Operating Cash Flow CHF Mil,Cap Spending CHF Mil,Free Cash Flow CHF Mil,Free Cash Flow Per Share * CHF,Working Capital CHF Mil,Revenue CAD Mil,Operating Income CAD Mil,Net Income CAD Mil,Earnings Per Share CAD,Dividends CAD,Book Value Per Share * CAD,Operating Cash Flow CAD Mil,Cap Spending CAD Mil,Free Cash Flow CAD Mil,Free Cash Flow Per Share * CAD,Working Capital CAD Mil,Revenue MXN Mil,Operating Income MXN Mil,Net Income MXN Mil,Earnings Per Share MXN,Dividends MXN,Book Value Per Share * MXN,Operating Cash Flow MXN Mil,Cap Spending MXN Mil,Free Cash Flow MXN Mil,Free Cash Flow Per Share * MXN,Working Capital MXN Mil,Revenue ILS Mil,Operating Income ILS Mil,Net Income ILS Mil,Earnings Per Share ILS,Dividends ILS,Book Value Per Share * ILS,Operating Cash Flow ILS Mil,Cap Spending ILS Mil,Free Cash Flow ILS Mil,Free Cash Flow Per Share * ILS,Working Capital ILS Mil,Revenue AUD Mil,Operating Income AUD Mil,Net Income AUD Mil,Earnings Per Share AUD,Dividends AUD,Book Value Per Share * AUD,Operating Cash Flow AUD Mil,Cap Spending AUD Mil,Free Cash Flow AUD Mil,Free Cash Flow Per Share * AUD,Working Capital AUD Mil,Revenue TWD Mil,Operating Income TWD Mil,Net Income TWD Mil,Earnings Per Share TWD,Dividends TWD,Book Value Per Share * TWD,Operating Cash Flow TWD Mil,Cap Spending TWD Mil,Free Cash Flow TWD Mil,Free Cash Flow Per Share * TWD,Working Capital TWD Mil,Revenue ARS Mil,Operating Income ARS Mil,Net Income ARS Mil,Earnings Per Share ARS,Dividends ARS,Book Value Per Share * ARS,Operating Cash Flow ARS Mil,Cap Spending ARS Mil,Free Cash Flow ARS Mil,Free Cash Flow Per Share * ARS,Working Capital ARS Mil,Revenue SEK Mil,Operating Income SEK Mil,Net Income SEK Mil,Earnings Per Share SEK,Dividends SEK,Book Value Per Share * SEK,Operating Cash Flow SEK Mil,Cap Spending SEK Mil,Free Cash Flow SEK Mil,Free Cash Flow Per Share * SEK,Working Capital SEK Mil,Revenue JPY Mil,Operating Income JPY Mil,Net Income JPY Mil,Earnings Per Share JPY,Dividends JPY,Book Value Per Share * JPY,Operating Cash Flow JPY Mil,Cap Spending JPY Mil,Free Cash Flow JPY Mil,Free Cash Flow Per Share * JPY,Working Capital JPY Mil,Revenue KRW Mil,Operating Income KRW Mil,Net Income KRW Mil,Earnings Per Share KRW,Dividends KRW,Book Value Per Share * KRW,Operating Cash Flow KRW Mil,Cap Spending KRW Mil,Free Cash Flow KRW Mil,Free Cash Flow Per Share * KRW,Working Capital KRW Mil,Revenue GBP Mil,Operating Income GBP Mil,Net Income GBP Mil,Earnings Per Share GBP,Dividends GBP,Book Value Per Share * GBP,Operating Cash Flow GBP Mil,Cap Spending GBP Mil,Free Cash Flow GBP Mil,Free Cash Flow Per Share * GBP,Working Capital GBP Mil,Revenue IDR Mil,Operating Income IDR Mil,Net Income IDR Mil,Earnings Per Share IDR,Dividends IDR,Book Value Per Share * IDR,Operating Cash Flow IDR Mil,Cap Spending IDR Mil,Free Cash Flow IDR Mil,Free Cash Flow Per Share * IDR,Working Capital IDR Mil,Revenue RUB Mil,Operating Income RUB Mil,Net Income RUB Mil,Earnings Per Share RUB,Dividends RUB,Book Value Per Share * RUB,Operating Cash Flow RUB Mil,Cap Spending RUB Mil,Free Cash Flow RUB Mil,Free Cash Flow Per Share * RUB,Working Capital RUB Mil,Revenue INR Mil,Operating Income INR Mil,Net Income INR Mil,Earnings Per Share INR,Dividends INR,Book Value Per Share * INR,Operating Cash Flow INR Mil,Cap Spending INR Mil,Free Cash Flow INR Mil,Free Cash Flow Per Share * INR,Working Capital INR Mil,Revenue DKK Mil,Operating Income DKK Mil,Net Income DKK Mil,Earnings Per Share DKK,Dividends DKK,Book Value Per Share * DKK,Operating Cash Flow DKK Mil,Cap Spending DKK Mil,Free Cash Flow DKK Mil,Free Cash Flow Per Share * DKK,Working Capital DKK Mil,,Revenue BRL Mil,Operating Income BRL Mil,Net Income BRL Mil,Earnings Per Share BRL,Dividends BRL,Book Value Per Share * BRL,Operating Cash Flow BRL Mil,Cap Spending BRL Mil,Free Cash Flow BRL Mil,Free Cash Flow Per Share * BRL,Working Capital BRL Mil,Revenue THB Mil,Operating Income THB Mil,Net Income THB Mil,Earnings Per Share THB,Dividends THB,Book Value Per Share * THB,Operating Cash Flow THB Mil,Cap Spending THB Mil,Free Cash Flow THB Mil,Free Cash Flow Per Share * THB,Working Capital THB Mil,Revenue CLP Mil,Operating Income CLP Mil,Net Income CLP Mil,Earnings Per Share CLP,Dividends CLP,Book Value Per Share * CLP,Operating Cash Flow CLP Mil,Cap Spending CLP Mil,Free Cash Flow CLP Mil,Free Cash Flow Per Share * CLP,Working Capital CLP Mil,Revenue COP Mil,Operating Income COP Mil,Net Income COP Mil,Earnings Per Share COP,Dividends COP,Book Value Per Share * COP,Operating Cash Flow COP Mil,Cap Spending COP Mil,Free Cash Flow COP Mil,Free Cash Flow Per Share * COP,Working Capital COP Mil,Revenue PEN Mil,Operating Income PEN Mil,Net Income PEN Mil,Earnings Per Share PEN,Dividends PEN,Book Value Per Share * PEN,Operating Cash Flow PEN Mil,Cap Spending PEN Mil,Free Cash Flow PEN Mil,Free Cash Flow Per Share * PEN,Working Capital PEN Mil,Revenue ZAR Mil,Operating Income ZAR Mil,Net Income ZAR Mil,Earnings Per Share ZAR,Dividends ZAR,Book Value Per Share * ZAR,Operating Cash Flow ZAR Mil,Cap Spending ZAR Mil,Free Cash Flow ZAR Mil,Free Cash Flow Per Share * ZAR,Working Capital ZAR Mil,Revenue PHP Mil,Operating Income PHP Mil,Net Income PHP Mil,Earnings Per Share PHP,Dividends PHP,Book Value Per Share * PHP,Operating Cash Flow PHP Mil,Cap Spending PHP Mil,Free Cash Flow PHP Mil,Free Cash Flow Per Share * PHP,Working Capital PHP Mil,Revenue PLN Mil,Operating Income PLN Mil,Net Income PLN Mil,Earnings Per Share PLN,Dividends PLN,Book Value Per Share * PLN,Operating Cash Flow PLN Mil,Cap Spending PLN Mil,Free Cash Flow PLN Mil,Free Cash Flow Per Share * PLN,Working Capital PLN Mil,Revenue TRY Mil,Operating Income TRY Mil,Net Income TRY Mil,Earnings Per Share TRY,Dividends TRY,Book Value Per Share * TRY,Operating Cash Flow TRY Mil,Cap Spending TRY Mil,Free Cash Flow TRY Mil,Free Cash Flow Per Share * TRY,Working Capital TRY Mil
0,0.88,3.38,61.32,-78,0.56,9.84,1.61,5.91,,650,38.68,38.7,,,,TTM,604,-2.77,9.43,728,807,12.61,12.6,,34.6,TTM,,8.28,49.93,11.45,100.00,"6,402",26.07,374,4.03,,HBI,Latest Qtr,,22.22,,,,,,,,TTM,,,1.22,10.15,1.08,,Latest Qtr,5.49,13.86,26.84,2.70,48.90,8.58,34.52,8.01,100.00,11.71,5.90,,8.44,,26.05,48.99,8.05,83.09,16.91,100.00,Latest Qtr,1.88,0.74,5.91,2.90,,TTM,56.19,184.05,74.87,165.37,6.50,1.98,9.53,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.05,12.60,60.02,-150,1.32,32.75,0.61,3.55,,-122,39.98,40.0,,,,TTM,32,23.24,32.42,27,9,9.50,9.5,,216.3,TTM,,1.65,5.57,1.82,100.00,98,30.48,49,0.43,,HASI,Latest Qtr,,100.00,,,,,,,,TTM,,,152.21,-124.44,-3.84,,Latest Qtr,3.93,,,,3.93,13.57,,82.50,100.00,,,,,1.44,1.44,60.46,9.93,71.82,28.18,100.00,Latest Qtr,2.73,2.73,3.55,2.15,,TTM,,,,,,,0.44,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.54,11.03,60.78,-208,1.45,15.04,3.23,5.43,,988,39.22,39.2,27.83,,,TTM,561,-0.50,10.14,"1,196",859,15.54,15.5,2.51,44.7,TTM,,5.52,29.13,6.67,100.00,"5,529",21.18,175,32.59,,HOG,Latest Qtr,,-37.50,,,,,,,,TTM,,,3.75,17.87,1.76,,Latest Qtr,6.77,23.80,4.65,2.33,37.55,9.26,0.55,52.63,100.00,2.75,23.45,,5.69,,31.88,45.67,4.04,81.59,18.41,100.00,Latest Qtr,1.18,0.95,5.43,2.48,,TTM,22.75,48.64,30.89,40.51,16.04,7.50,5.85,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.52,5.11,102.26,-286,0.08,-1.41,0.04,1.33,,-6,-2.26,-2.3,-5.67,,,TTM,17,4.31,1.20,280,-81,-5.72,-5.7,-0.92,187.9,TTM,1.27,0.62,0.82,,100.00,"1,416",3.11,459,,,HMY,Latest Qtr,,-105.56,,,,,,,,TTM,,,20.20,-0.42,-0.35,,Latest Qtr,3.20,2.36,2.90,4.18,12.64,77.28,1.55,8.53,100.00,1.35,4.72,0.13,2.43,1.25,9.88,0.78,14.03,24.68,75.32,100.00,Latest Qtr,1.28,0.56,1.33,0.01,,TTM,6.32,20.80,8.07,19.05,57.80,17.55,0.65,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.54,25.06,64.69,-121,2.16,15.83,4.49,3.38,,500,35.31,35.3,6.52,,,TTM,554,-2.82,9.40,621,"1,099",18.65,18.6,,40.5,TTM,,5.06,18.34,9.96,100.00,"5,893",16.66,123,29.26,,HRS,Latest Qtr,,3.94,,,,,,,,TTM,,,2.05,8.48,0.90,,Latest Qtr,3.84,7.23,8.87,1.12,21.06,8.81,63.90,6.23,100.00,4.48,5.96,1.27,4.67,2.61,18.99,33.62,17.81,70.42,29.58,100.00,Latest Qtr,1.10,0.58,3.38,1.14,,TTM,32.86,88.95,45.96,75.85,11.11,4.10,6.28,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.90,2.08,76.38,-84,,3.15,0.30,10.00,,54,23.62,23.6,2.00,,,TTM,26,-5.35,1.69,138,128,8.50,8.5,-0.31,,TTM,0.31,1.52,12.24,8.28,100.00,"1,512",15.13,82,36.70,,HSC,Latest Qtr,,-139.02,,,,,,,,TTM,,,5.52,3.59,2.12,,Latest Qtr,3.56,18.07,13.59,2.49,37.71,28.67,26.29,7.33,100.00,7.38,1.27,0.52,3.01,16.89,29.08,36.07,24.86,90.00,10.00,100.00,Latest Qtr,1.30,0.74,10.00,3.61,,TTM,65.50,68.84,38.44,95.90,5.57,5.30,3.03,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.40,-0.10,28.59,-4,,-15.81,-2.12,,,-58,71.41,71.4,,,,TTM,-131,-4.73,-33.12,-54,-44,-11.07,-11.1,12.63,,TTM,,-46.50,-224.77,-203.73,100.00,394,69.86,62,,,HHS,Latest Qtr,,-20.00,,,,,,,,TTM,,,1.00,-14.67,0.44,,Latest Qtr,6.24,49.63,0.44,10.20,66.50,11.53,20.39,1.57,100.00,23.23,,0.36,5.65,9.89,39.14,6.57,57.80,103.50,-3.50,100.00,Latest Qtr,1.70,1.43,,,,TTM,78.00,2.94,130.52,-49.58,4.68,124.02,16.78,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.08,48.31,,-170,0.92,1.77,1.36,13.01,,"2,015",,,,,,TTM,491,,2.64,"2,185",329,1.77,1.8,73.98,67.7,TTM,,0.22,2.74,,100.00,"18,587",24.25,375,,,HIG,Latest Qtr,,-42.86,,,,,,,,TTM,,,0.91,10.84,4.10,,Latest Qtr,1.82,1.70,,,,0.43,0.25,,100.00,,0.14,,,,,2.15,,92.31,7.69,100.00,Latest Qtr,,,13.01,0.28,,TTM,,,,,,,18.94,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.76,13.85,45.51,-20,0.51,5.63,1.35,1.60,,42,54.49,54.5,,,,TTM,29,0.07,3.52,62,46,5.56,5.6,0.03,37.8,TTM,,6.20,9.90,8.32,100.00,826,48.90,22,37.42,,HVT,Latest Qtr,,-17.65,,,,,,,,TTM,,,2.41,5.04,1.43,,Latest Qtr,18.48,0.58,21.20,5.10,45.35,48.21,,6.44,100.00,5.65,,,8.17,7.06,20.88,,16.60,37.48,62.52,100.00,Latest Qtr,2.17,0.91,1.60,0.18,,TTM,1.59,96.53,24.59,73.52,229.87,3.78,3.56,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.76,13.85,45.51,-20,0.48,5.63,1.35,1.60,,42,54.49,54.5,,,,TTM,29,0.07,3.52,62,46,5.56,5.6,0.03,35.6,TTM,,6.20,9.90,8.32,100.00,826,48.90,22,37.42,,HVT.A,Latest Qtr,,-17.65,,,,,,,,TTM,,,2.41,5.04,1.43,,Latest Qtr,18.48,0.58,21.20,5.10,45.35,48.21,,6.44,100.00,5.65,,,8.17,7.06,20.88,,16.60,37.48,62.52,100.00,Latest Qtr,2.17,0.91,1.60,0.18,,TTM,1.59,96.53,24.59,73.52,229.87,3.78,3.56,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.20,19.33,86.41,-385,1.24,11.09,1.63,6.06,,-8,13.59,13.6,,,,TTM,179,-2.50,7.06,377,342,13.59,13.6,,76.1,TTM,,1.42,8.51,4.55,100.00,"2,514",,109,35.67,,HE,Latest Qtr,,-52.99,,,,,,,,TTM,,,15.32,-0.32,-0.05,,Latest Qtr,12.02,38.36,,0.12,50.50,37.78,0.64,11.08,100.00,1.26,1.40,,0.21,45.14,48.01,12.70,22.79,83.50,16.50,100.00,Latest Qtr,1.05,1.05,6.06,0.77,,TTM,37.34,,24.79,,9.77,,0.54,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.56,1.46,80.32,-33,,-2.16,-2.71,47.14,,29,19.68,19.7,0.31,,,TTM,-100,-2.49,-6.61,61,5,0.33,0.3,8.78,,TTM,,-3.68,-100.17,-10.20,100.00,"1,630",10.57,42,,,HCHC,Latest Qtr,,-20.00,,,,,,,,TTM,,,2.01,1.75,-0.29,,Latest Qtr,55.61,8.92,,,64.53,9.49,4.47,21.51,100.00,2.36,,0.31,7.26,66.39,76.32,16.71,4.85,97.88,2.12,100.00,Latest Qtr,0.85,0.85,47.14,7.88,,TTM,55.83,,42.15,,6.54,,6.19,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.24,-19.15,16.80,"-2,909",,10.70,7.01,,,"2,482",83.20,83.2,3.71,,,TTM,"2,662",-3.20,6.24,"5,391","5,935",13.90,13.9,23.29,,TTM,,7.73,,,100.00,"42,693",46.01,377,30.25,,HCA,Latest Qtr,,-27.67,,,,,,,,TTM,,,6.81,5.81,0.93,,Latest Qtr,2.01,16.74,4.33,3.37,26.44,48.50,20.59,4.47,100.00,6.48,0.57,,8.66,,15.70,91.66,11.61,118.98,-18.98,100.00,Latest Qtr,1.68,1.19,,,,TTM,49.09,77.60,108.52,18.16,7.44,4.70,2.57,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.30,19.74,,-2,1.35,-10.45,-1.58,5.33,,45,,,,,,TTM,-14,,-5.30,47,-27,-10.45,-10.5,103.76,,TTM,,-1.58,-6.18,,100.00,255,6.69,9,,,HCI,Latest Qtr,,-503.64,,,,,,,,TTM,,,0.86,17.75,-3.15,,Latest Qtr,28.41,5.20,,,,1.20,0.44,,100.00,0.98,,,,,,22.96,,81.24,18.76,100.00,Latest Qtr,,,5.33,1.22,,TTM,,,,,,,21.54,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.11,11.79,34.10,-815,1.48,27.19,1.13,2.51,,38,65.90,65.9,,,,TTM,532,15.78,27.29,853,222,11.41,11.4,49.98,126.5,TTM,,3.02,7.21,4.84,100.00,"1,945",4.52,469,,,HCP,Latest Qtr,,-106.25,,,,,,,,TTM,,,41.91,1.96,0.07,,Latest Qtr,0.96,3.14,,0.20,4.30,75.77,3.22,16.71,100.00,,,,,3.75,3.75,53.70,2.77,60.22,39.78,100.00,Latest Qtr,1.15,1.09,2.51,1.35,,TTM,7.13,,,,51.23,,0.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06,,,,,57.45,,9.73,,,,,,,,TTM,,,30.22,,,50.01,50.0,9.47,18.7,TTM,,1.75,16.16,,100.00,,33.08,865,35.92,,HDB,Latest Qtr,,18.66,,,,,,,,TTM,,,2.48,71.93,2.38,,Latest Qtr,4.91,,,,,0.38,,,100.00,,,,,,,10.87,,89.72,10.28,100.00,Latest Qtr,,,9.73,1.06,,TTM,,,,,,,13.99,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509,750","254,907","154,036",178.11,33.24,17.22,"379,272","-12,629","366,644",,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
